bust,waist,hips,shoulder,height,shape
36,33,43,15,169,Pear
36,35,37,17,176,Rectangle
40,37,32,24,174,InvertedTriangle
35,30,44,17,180,Pear
34,33,33,16,177,Rectangle
32,28,44,17,179,Pear
38,28,37,19,185,Hourglass
37,33,48,18,150,Pear
42,32,44,18,164,Hourglass
37,36,36,20,163,Apple
39,39,38,20,163,Apple
40,37,30,23,162,InvertedTriangle
35,33,42,18,161,Pear
42,38,37,24,170,InvertedTriangle
39,33,33,23,172,InvertedTriangle
38,33,49,18,160,Pear
38,37,40,19,150,Rectangle
36,35,38,19,178,Rectangle
45,41,40,23,172,InvertedTriangle
35,33,35,17,174,Rectangle
40,38,37,20,166,Apple
40,38,40,18,180,Rectangle
41,33,39,19,171,Hourglass
39,35,33,21,172,InvertedTriangle
35,32,45,18,161,Pear
35,32,34,19,157,Rectangle
44,44,41,18,162,Apple
35,26,34,17,162,Hourglass
38,36,39,17,152,Rectangle
34,28,36,18,173,Hourglass
38,37,37,18,166,Apple
41,32,42,19,157,Hourglass
39,37,38,17,156,Rectangle
38,36,37,16,172,Rectangle
37,37,36,18,171,Apple
38,36,37,17,177,Apple
40,36,31,21,184,InvertedTriangle
43,39,34,24,158,InvertedTriangle
38,37,37,17,157,Rectangle
42,36,32,22,161,InvertedTriangle
37,32,49,16,173,Pear
42,39,36,23,170,InvertedTriangle
45,42,36,24,166,InvertedTriangle
43,40,36,22,166,InvertedTriangle
35,34,36,19,157,Rectangle
35,32,41,17,180,Pear
37,29,39,19,157,Hourglass
39,36,32,22,168,InvertedTriangle
40,30,40,18,170,Hourglass
32,27,40,17,155,Pear
44,42,41,19,160,Apple
32,27,39,15,184,Pear
39,38,36,17,151,Apple
41,36,35,22,178,InvertedTriangle
38,33,45,18,183,Pear
38,32,31,21,173,InvertedTriangle
39,36,38,17,165,Rectangle
44,38,39,22,163,InvertedTriangle
37,33,43,15,163,Pear
42,36,33,20,162,InvertedTriangle
35,33,42,16,159,Pear
34,30,40,17,180,Pear
38,37,37,18,179,Apple
37,37,34,19,158,Apple
39,38,37,18,151,Apple
36,34,36,19,150,Rectangle
37,32,44,18,183,Pear
37,31,38,16,161,Hourglass
38,34,45,18,154,Pear
32,29,39,18,154,Pear
36,35,37,18,180,Rectangle
36,34,35,17,161,Rectangle
40,30,42,18,150,Hourglass
37,35,44,15,165,Pear
40,38,39,17,183,Rectangle
35,33,43,18,175,Pear
37,35,34,17,180,Apple
41,39,40,18,152,Apple
38,37,37,16,180,Rectangle
44,41,34,20,169,InvertedTriangle
38,33,28,22,177,InvertedTriangle
38,34,33,22,181,InvertedTriangle
36,35,38,16,161,Rectangle
43,37,35,20,157,InvertedTriangle
42,36,44,19,172,Hourglass
39,38,40,19,156,Rectangle
38,32,31,21,165,InvertedTriangle
36,35,33,20,159,Apple
35,29,34,19,152,Hourglass
39,36,40,17,158,Rectangle
38,38,37,17,154,Apple
45,41,36,20,156,InvertedTriangle
40,34,34,21,151,InvertedTriangle
35,33,36,19,181,Rectangle
40,34,41,17,182,Hourglass
35,27,37,16,163,Hourglass
39,38,37,17,163,Apple
41,33,42,16,170,Hourglass
44,43,42,18,185,Apple
34,31,44,17,159,Pear
42,33,41,18,174,Hourglass
40,32,39,16,153,Hourglass
37,35,34,18,151,Apple
40,37,33,22,181,InvertedTriangle
40,37,39,16,166,Rectangle
33,30,43,15,168,Pear
43,38,37,23,157,InvertedTriangle
44,40,36,24,175,InvertedTriangle
38,38,36,20,151,Apple
40,36,32,21,181,InvertedTriangle
42,41,41,18,150,Apple
37,35,34,20,168,Apple
40,40,37,17,178,Apple
38,33,46,15,176,Pear
35,33,37,17,164,Rectangle
36,29,34,18,162,Hourglass
45,42,38,22,154,InvertedTriangle
34,24,34,19,183,Hourglass
35,33,47,18,161,Pear
34,27,32,18,170,Hourglass
38,35,46,17,163,Pear
35,28,35,17,183,Hourglass
42,33,44,18,167,Hourglass
34,30,44,15,169,Pear
32,28,43,18,180,Pear
36,36,35,19,177,Apple
36,31,44,17,158,Pear
35,32,36,16,173,Rectangle
39,34,34,22,168,InvertedTriangle
41,40,39,19,179,Apple
38,36,38,18,150,Rectangle
32,27,39,18,172,Pear
41,41,39,20,160,Apple
35,33,36,17,159,Rectangle
44,42,41,17,185,Apple
42,42,41,18,152,Apple
35,30,42,18,183,Pear
34,31,33,17,174,Rectangle
34,26,34,19,172,Hourglass
34,31,34,17,160,Rectangle
42,36,32,21,179,InvertedTriangle
36,35,35,17,160,Rectangle
39,36,41,17,177,Rectangle
36,35,36,19,159,Rectangle
34,30,41,15,159,Pear
41,31,41,16,167,Hourglass
46,41,36,24,150,InvertedTriangle
36,36,33,20,176,Apple
34,31,36,16,151,Rectangle
40,40,37,20,183,Apple
41,41,38,20,154,Apple
40,39,37,17,173,Apple
42,42,41,19,176,Apple
32,30,39,15,170,Pear
32,28,38,17,157,Pear
39,38,39,16,152,Rectangle
33,31,39,16,176,Pear
35,32,41,16,160,Pear
41,41,40,18,156,Apple
38,31,37,16,179,Hourglass
41,31,41,16,182,Hourglass
38,36,49,15,159,Pear
38,33,29,23,183,InvertedTriangle
35,34,36,16,182,Rectangle
37,35,39,17,164,Rectangle
38,35,32,22,162,InvertedTriangle
35,31,45,17,173,Pear
44,43,41,18,168,Apple
38,34,31,21,167,InvertedTriangle
45,40,38,20,179,InvertedTriangle
39,38,40,18,153,Rectangle
36,31,47,15,151,Pear
32,28,38,18,170,Pear
39,37,40,17,152,Rectangle
43,37,35,24,156,InvertedTriangle
35,27,37,18,168,Hourglass
44,44,41,19,172,Apple
38,35,49,16,165,Pear
37,30,37,18,169,Hourglass
34,24,32,19,157,Hourglass
44,42,42,17,162,Apple
36,36,35,18,182,Apple
38,33,47,18,156,Pear
37,36,35,19,153,Apple
40,34,39,18,184,Hourglass
42,42,40,18,179,Apple
42,35,42,17,165,Hourglass
33,29,45,16,158,Pear
36,35,37,19,176,Rectangle
44,44,42,20,161,Apple
42,38,36,20,170,InvertedTriangle
40,36,34,23,153,InvertedTriangle
32,29,40,15,177,Pear
41,41,39,20,182,Apple
36,33,43,17,183,Pear
37,35,36,18,166,Apple
37,29,38,18,173,Hourglass
34,31,44,17,164,Pear
42,34,43,18,184,Hourglass
35,33,45,18,184,Pear
33,29,42,15,185,Pear
42,32,40,17,162,Hourglass
41,41,38,17,174,Apple
38,32,33,22,185,InvertedTriangle
38,34,32,21,185,InvertedTriangle
38,37,37,17,172,Apple
37,36,37,16,185,Rectangle
39,35,30,22,150,InvertedTriangle
38,37,36,18,182,Apple
32,27,42,17,176,Pear
40,38,37,18,153,Apple
38,34,32,20,153,InvertedTriangle
41,40,39,19,181,Apple
39,32,41,16,174,Hourglass
38,33,45,16,162,Pear
43,42,40,17,152,Apple
39,36,40,18,172,Rectangle
40,38,37,19,153,Apple
41,37,34,24,171,InvertedTriangle
41,41,40,20,152,Apple
34,31,40,16,172,Pear
38,36,37,20,185,Apple
38,35,40,19,167,Rectangle
34,29,45,16,170,Pear
40,37,42,17,181,Rectangle
44,44,43,20,169,Apple
37,37,34,18,161,Apple
36,33,44,17,155,Pear
41,36,36,24,166,InvertedTriangle
39,37,36,19,156,Apple
44,38,34,20,161,InvertedTriangle
39,30,38,19,150,Hourglass
38,30,38,18,168,Hourglass
34,30,43,15,157,Pear
39,36,39,16,163,Rectangle
32,28,40,15,170,Pear
39,37,37,17,153,Apple
34,30,41,16,152,Pear
36,34,38,17,173,Rectangle
34,29,40,15,181,Pear
34,33,35,18,172,Rectangle
32,30,41,15,178,Pear
38,37,38,16,159,Rectangle
40,34,30,22,162,InvertedTriangle
37,34,44,16,179,Pear
44,44,42,17,173,Apple
40,34,42,17,174,Hourglass
41,34,42,18,182,Hourglass
44,43,42,20,159,Apple
35,33,41,16,163,Pear
38,33,46,18,166,Pear
44,44,42,19,154,Apple
32,30,43,16,170,Pear
36,34,35,19,158,Rectangle
36,34,38,18,175,Rectangle
34,30,42,16,165,Pear
40,39,38,18,165,Apple
32,30,41,17,150,Pear
38,37,37,17,163,Rectangle
36,34,35,19,175,Apple
42,38,37,23,166,InvertedTriangle
46,42,36,21,161,InvertedTriangle
33,30,45,15,181,Pear
41,32,40,17,178,Hourglass
42,33,43,17,181,Hourglass
39,38,41,19,164,Rectangle
35,32,43,17,159,Pear
40,38,41,17,163,Rectangle
35,33,37,16,159,Rectangle
38,33,33,22,166,InvertedTriangle
39,33,40,17,153,Hourglass
39,37,38,18,163,Apple
42,37,33,23,165,InvertedTriangle
36,34,47,17,181,Pear
38,34,33,21,167,InvertedTriangle
37,36,35,17,150,Apple
46,42,38,22,179,InvertedTriangle
40,33,40,16,182,Hourglass
40,38,40,18,175,Rectangle
44,38,37,21,182,InvertedTriangle
34,32,45,15,177,Pear
36,33,36,18,159,Rectangle
36,34,35,18,162,Apple
33,29,41,15,167,Pear
36,33,35,19,180,Rectangle
39,37,38,20,154,Apple
40,38,41,18,171,Rectangle
42,39,32,21,162,InvertedTriangle
37,30,39,18,166,Hourglass
35,33,34,17,184,Rectangle
33,28,45,18,165,Pear
35,33,46,15,155,Pear
36,36,35,17,151,Apple
39,33,32,24,181,InvertedTriangle
38,37,36,17,185,Apple
35,30,46,18,171,Pear
38,33,50,15,154,Pear
38,36,36,20,176,Apple
36,33,47,18,158,Pear
34,32,34,18,159,Rectangle
46,43,40,23,164,InvertedTriangle
35,31,42,15,179,Pear
35,34,36,19,153,Rectangle
45,39,35,24,152,InvertedTriangle
36,33,48,16,151,Pear
37,35,35,18,172,Apple
38,34,47,16,162,Pear
42,39,32,21,176,InvertedTriangle
44,43,41,18,165,Apple
34,31,44,17,165,Pear
40,39,40,16,167,Rectangle
36,34,38,17,175,Rectangle
43,39,38,20,166,InvertedTriangle
36,35,33,17,172,Apple
36,34,35,17,163,Apple
39,31,38,19,184,Hourglass
36,29,36,18,182,Hourglass
37,35,43,17,170,Pear
34,26,32,16,153,Hourglass
33,31,39,16,166,Pear
37,37,34,18,180,Apple
41,36,31,22,174,InvertedTriangle
33,30,44,16,172,Pear
34,25,33,16,182,Hourglass
38,34,48,15,158,Pear
39,38,38,19,156,Rectangle
43,43,42,18,164,Apple
34,31,33,18,167,Rectangle
43,40,33,21,172,InvertedTriangle
42,42,40,19,169,Apple
39,38,39,18,175,Rectangle
34,29,43,18,156,Pear
36,26,36,17,162,Hourglass
38,32,39,19,184,Hourglass
41,41,38,18,168,Apple
34,27,35,18,163,Hourglass
43,37,37,20,154,InvertedTriangle
45,41,37,23,167,InvertedTriangle
39,29,37,19,167,Hourglass
46,43,37,20,172,InvertedTriangle
38,35,48,18,180,Pear
43,42,41,17,150,Apple
39,35,30,21,168,InvertedTriangle
40,38,40,19,170,Rectangle
38,32,38,17,156,Hourglass
36,30,38,17,170,Hourglass
41,31,40,16,154,Hourglass
37,35,44,18,185,Pear
39,36,40,18,156,Rectangle
37,35,39,16,177,Rectangle
37,37,35,20,156,Apple
40,34,41,16,171,Hourglass
37,31,36,16,153,Hourglass
39,37,37,17,158,Apple
35,30,43,17,179,Pear
43,43,42,17,155,Apple
34,33,34,16,158,Rectangle
36,36,34,17,159,Apple
38,35,45,16,162,Pear
40,37,41,18,173,Rectangle
38,34,46,16,168,Pear
41,35,41,19,162,Hourglass
45,40,39,22,166,InvertedTriangle
34,32,33,17,173,Rectangle
32,28,44,16,152,Pear
43,37,38,21,161,InvertedTriangle
41,38,33,22,154,InvertedTriangle
41,37,33,20,178,InvertedTriangle
40,33,38,18,179,Hourglass
36,27,35,19,179,Hourglass
45,42,37,20,155,InvertedTriangle
37,30,36,17,153,Hourglass
46,42,41,20,169,InvertedTriangle
39,38,38,18,156,Rectangle
38,38,36,19,168,Apple
38,36,35,18,174,Apple
36,29,37,19,185,Hourglass
32,30,41,18,171,Pear
41,35,35,24,154,InvertedTriangle
41,39,39,20,184,Apple
37,35,36,17,182,Apple
37,33,48,15,151,Pear
43,42,41,18,166,Apple
39,32,39,16,166,Hourglass
40,30,42,18,174,Hourglass
37,35,49,16,167,Pear
33,28,40,18,153,Pear
32,30,39,17,175,Pear
44,39,34,24,169,InvertedTriangle
39,34,30,23,178,InvertedTriangle
32,28,43,18,170,Pear
36,29,36,19,176,Hourglass
42,42,40,17,150,Apple
43,41,40,20,150,Apple
40,38,41,18,170,Rectangle
38,36,37,16,163,Rectangle
43,41,42,18,156,Apple
38,35,37,19,183,Rectangle
46,43,40,22,178,InvertedTriangle
36,33,42,16,182,Pear
40,38,37,17,171,Apple
41,34,41,16,162,Hourglass
40,38,41,17,182,Rectangle
36,32,48,18,175,Pear
42,36,35,22,151,InvertedTriangle
41,31,39,19,181,Hourglass
42,36,35,23,165,InvertedTriangle
35,31,42,18,161,Pear
38,36,50,18,156,Pear
36,33,37,19,152,Rectangle
38,35,30,20,185,InvertedTriangle
38,33,33,24,167,InvertedTriangle
32,28,41,15,166,Pear
35,34,37,18,156,Rectangle
43,39,38,21,173,InvertedTriangle
41,33,43,18,174,Hourglass
42,41,39,20,165,Apple
46,42,37,21,163,InvertedTriangle
36,33,35,19,161,Rectangle
37,27,35,17,166,Hourglass
43,43,41,20,166,Apple
38,32,37,19,162,Hourglass
40,39,38,17,163,Apple
38,33,45,18,176,Pear
39,38,39,18,168,Rectangle
32,28,41,16,185,Pear
34,33,35,16,177,Rectangle
38,36,39,18,173,Rectangle
42,41,41,18,176,Apple
33,28,44,16,150,Pear
44,43,43,17,159,Apple
38,32,39,18,156,Hourglass
40,39,39,18,179,Apple
41,40,39,18,157,Apple
39,36,41,16,167,Rectangle
39,35,34,23,154,InvertedTriangle
39,38,41,16,153,Rectangle
40,40,38,18,160,Apple
37,36,35,18,150,Apple
40,37,39,18,185,Rectangle
41,36,31,20,165,InvertedTriangle
42,42,41,20,154,Apple
44,39,36,23,153,InvertedTriangle
44,44,41,17,155,Apple
36,26,37,18,185,Hourglass
42,41,40,19,165,Apple
32,28,43,15,160,Pear
35,27,37,18,165,Hourglass
43,40,33,20,163,InvertedTriangle
33,29,40,15,169,Pear
37,33,48,15,184,Pear
36,35,34,17,159,Apple
38,33,32,24,173,InvertedTriangle
35,32,41,15,156,Pear
40,31,42,19,173,Hourglass
36,33,36,17,160,Rectangle
37,28,35,19,152,Hourglass
35,32,36,17,162,Rectangle
33,29,44,18,178,Pear
44,41,37,21,155,InvertedTriangle
42,42,41,19,173,Apple
37,36,36,18,173,Apple
39,33,37,17,177,Hourglass
38,33,44,18,178,Pear
36,34,34,18,153,Apple
36,34,37,18,179,Rectangle
38,31,40,18,151,Hourglass
38,36,35,18,184,Apple
41,37,31,23,154,InvertedTriangle
38,33,50,18,169,Pear
36,28,34,19,176,Hourglass
41,40,40,17,161,Apple
33,31,44,15,159,Pear
38,29,40,16,162,Hourglass
44,43,42,18,153,Apple
36,34,33,20,179,Apple
41,36,32,23,165,InvertedTriangle
37,27,37,17,160,Hourglass
43,39,35,22,157,InvertedTriangle
45,40,36,21,173,InvertedTriangle
41,36,32,24,181,InvertedTriangle
38,33,32,24,168,InvertedTriangle
36,33,37,18,155,Rectangle
44,42,42,17,161,Apple
38,37,40,19,159,Rectangle
36,36,35,19,176,Apple
38,34,45,16,167,Pear
32,28,38,17,154,Pear
38,33,49,16,161,Pear
44,41,39,24,179,InvertedTriangle
40,36,32,21,159,InvertedTriangle
39,37,37,17,168,Apple
39,37,38,17,159,Apple
41,38,33,23,161,InvertedTriangle
41,40,38,18,177,Apple
42,40,41,18,163,Apple
35,26,37,16,183,Hourglass
39,38,40,19,154,Rectangle
38,37,36,19,167,Apple
38,32,37,17,163,Hourglass
36,26,35,18,165,Hourglass
38,36,39,16,179,Rectangle
41,32,41,17,177,Hourglass
40,39,39,19,157,Apple
39,38,36,20,155,Apple
34,30,46,16,157,Pear
36,32,46,15,177,Pear
40,37,40,17,154,Rectangle
43,37,38,23,164,InvertedTriangle
38,34,33,20,174,InvertedTriangle
40,36,31,24,154,InvertedTriangle
46,43,39,21,151,InvertedTriangle
42,37,35,23,184,InvertedTriangle
39,33,39,17,183,Hourglass
38,28,38,18,158,Hourglass
41,40,38,19,159,Apple
43,37,37,22,158,InvertedTriangle
36,30,37,16,150,Hourglass
41,36,32,22,179,InvertedTriangle
39,37,36,17,150,Apple
37,29,35,17,185,Hourglass
38,34,33,22,153,InvertedTriangle
35,30,41,15,162,Pear
37,32,44,15,166,Pear
38,37,36,17,185,Apple
44,44,42,19,166,Apple
35,33,44,15,151,Pear
39,37,41,19,168,Rectangle
40,35,32,24,153,InvertedTriangle
43,41,41,20,183,Apple
41,40,40,20,176,Apple
45,39,37,24,165,InvertedTriangle
41,36,32,20,157,InvertedTriangle
38,34,46,17,153,Pear
42,34,43,17,157,Hourglass
34,31,36,19,164,Rectangle
39,37,39,17,179,Rectangle
41,36,32,20,180,InvertedTriangle
36,32,42,18,162,Pear
38,35,39,16,151,Rectangle
36,35,35,18,155,Rectangle
45,42,38,23,157,InvertedTriangle
36,35,36,17,171,Rectangle
32,30,44,15,180,Pear
40,33,42,19,164,Hourglass
33,30,39,16,176,Pear
38,36,44,15,179,Pear
32,28,43,16,166,Pear
41,35,36,20,170,InvertedTriangle
41,40,40,17,172,Apple
44,41,35,24,181,InvertedTriangle
36,31,44,16,165,Pear
38,36,39,17,156,Rectangle
38,36,35,18,178,Apple
36,35,35,19,180,Apple
40,38,38,17,156,Apple
39,34,34,20,175,InvertedTriangle
38,36,50,17,185,Pear
39,33,32,23,156,InvertedTriangle
38,35,30,20,168,InvertedTriangle
37,27,38,17,153,Hourglass
37,37,35,20,154,Apple
40,34,35,22,152,InvertedTriangle
34,29,40,17,173,Pear
43,43,41,20,181,Apple
41,34,39,17,183,Hourglass
41,38,33,22,163,InvertedTriangle
35,33,36,17,153,Rectangle
39,31,38,19,181,Hourglass
36,27,36,17,184,Hourglass
35,32,35,16,160,Rectangle
46,41,40,23,167,InvertedTriangle
38,30,37,17,175,Hourglass
36,36,33,19,161,Apple
38,35,31,23,153,InvertedTriangle
37,34,38,16,175,Rectangle
37,34,36,16,184,Rectangle
42,37,33,23,156,InvertedTriangle
46,41,37,20,154,InvertedTriangle
39,38,38,17,175,Rectangle
35,31,46,15,169,Pear
41,40,39,20,175,Apple
37,30,35,17,178,Hourglass
35,28,34,16,169,Hourglass
42,35,40,16,151,Hourglass
40,30,41,16,175,Hourglass
40,39,40,16,159,Rectangle
42,37,37,21,166,InvertedTriangle
46,41,40,20,167,InvertedTriangle
35,33,36,17,178,Rectangle
36,34,38,18,158,Rectangle
32,28,43,15,155,Pear
39,29,41,19,161,Hourglass
43,43,40,20,181,Apple
37,27,37,16,164,Hourglass
37,35,43,16,183,Pear
40,33,41,16,160,Hourglass
42,37,33,21,160,InvertedTriangle
34,32,35,18,158,Rectangle
39,32,39,18,154,Hourglass
40,35,35,20,165,InvertedTriangle
44,44,42,19,159,Apple
38,32,38,17,150,Hourglass
39,35,31,21,168,InvertedTriangle
45,42,35,23,159,InvertedTriangle
34,31,33,18,159,Rectangle
43,40,38,21,181,InvertedTriangle
39,37,36,20,172,Apple
37,35,38,16,183,Rectangle
36,26,37,18,155,Hourglass
34,31,35,17,170,Rectangle
33,29,45,17,180,Pear
37,31,35,18,178,Hourglass
38,36,38,16,158,Rectangle
37,36,35,19,185,Apple
35,32,36,17,167,Rectangle
42,36,44,16,179,Hourglass
39,33,32,23,176,InvertedTriangle
37,36,39,17,161,Rectangle
46,42,41,22,152,InvertedTriangle
38,36,35,19,174,Apple
37,32,44,16,182,Pear
41,40,39,17,174,Apple
34,31,36,16,164,Rectangle
32,30,40,18,177,Pear
38,33,31,21,156,InvertedTriangle
37,33,45,17,152,Pear
45,41,38,24,171,InvertedTriangle
42,33,41,16,168,Hourglass
34,31,42,15,168,Pear
41,34,39,17,172,Hourglass
37,35,37,16,160,Rectangle
34,32,40,18,168,Pear
44,40,35,23,181,InvertedTriangle
39,36,38,17,159,Rectangle
43,39,33,20,183,InvertedTriangle
34,31,33,17,177,Rectangle
38,37,37,16,180,Rectangle
39,38,38,17,166,Apple
45,39,40,23,154,InvertedTriangle
36,30,36,16,171,Hourglass
44,40,38,22,179,InvertedTriangle
43,40,37,24,174,InvertedTriangle
45,40,39,22,171,InvertedTriangle
36,34,34,17,157,Apple
42,38,34,20,159,InvertedTriangle
33,30,41,15,170,Pear
34,31,33,16,167,Rectangle
39,35,32,23,175,InvertedTriangle
34,30,46,18,175,Pear
41,38,32,22,156,InvertedTriangle
42,42,40,17,157,Apple
46,42,38,23,157,InvertedTriangle
38,36,48,17,157,Pear
41,32,40,19,156,Hourglass
35,34,37,19,162,Rectangle
41,37,36,22,163,InvertedTriangle
38,35,31,22,177,InvertedTriangle
38,29,36,18,171,Hourglass
34,30,40,17,175,Pear
40,39,42,18,183,Rectangle
41,32,40,17,177,Hourglass
37,37,34,17,162,Apple
36,34,36,17,164,Rectangle
42,34,42,18,168,Hourglass
41,35,43,17,180,Hourglass
39,29,39,18,183,Hourglass
42,38,34,24,181,InvertedTriangle
43,41,40,17,165,Apple
35,27,33,18,184,Hourglass
35,30,47,15,171,Pear
34,31,33,19,180,Rectangle
39,32,39,19,180,Hourglass
42,36,44,17,173,Hourglass
35,33,41,16,153,Pear
33,28,42,15,154,Pear
40,34,39,18,161,Hourglass
46,41,40,23,177,InvertedTriangle
38,32,38,16,182,Hourglass
37,36,36,20,151,Apple
42,34,41,17,171,Hourglass
38,36,37,17,159,Rectangle
35,28,37,16,169,Hourglass
38,36,37,20,168,Apple
40,35,33,21,154,InvertedTriangle
42,33,40,19,182,Hourglass
38,35,40,16,178,Rectangle
42,39,37,21,162,InvertedTriangle
40,34,30,24,163,InvertedTriangle
34,29,42,16,162,Pear
37,36,37,16,162,Rectangle
43,39,34,23,173,InvertedTriangle
36,27,34,17,169,Hourglass
39,38,36,17,158,Apple
37,34,47,15,175,Pear
35,33,44,16,185,Pear
46,42,39,23,154,InvertedTriangle
35,33,34,19,173,Rectangle
37,28,39,16,169,Hourglass
37,34,48,18,177,Pear
42,40,40,17,168,Apple
38,36,44,18,172,Pear
40,30,38,16,151,Hourglass
36,34,37,17,153,Rectangle
34,32,40,15,168,Pear
38,33,49,16,162,Pear
36,34,37,18,178,Rectangle
36,35,33,18,177,Apple
39,38,37,17,161,Apple
41,41,39,18,156,Apple
39,39,36,19,157,Apple
43,42,42,18,163,Apple
44,40,35,20,157,InvertedTriangle
37,28,39,19,177,Hourglass
36,32,44,18,176,Pear
34,28,36,16,155,Hourglass
36,33,36,16,174,Rectangle
36,33,35,16,163,Rectangle
43,37,37,22,161,InvertedTriangle
39,38,38,17,172,Rectangle
39,37,40,19,179,Rectangle
37,35,36,18,180,Rectangle
38,35,38,18,184,Rectangle
38,35,37,17,178,Rectangle
44,38,37,24,172,InvertedTriangle
37,36,37,18,166,Rectangle
43,42,42,17,159,Apple
38,33,31,22,164,InvertedTriangle
40,40,39,20,177,Apple
34,31,33,19,157,Rectangle
34,31,42,17,179,Pear
38,38,35,18,179,Apple
38,31,37,16,152,Hourglass
44,44,42,20,161,Apple
33,29,40,16,169,Pear
44,38,36,20,151,InvertedTriangle
37,30,37,18,156,Hourglass
36,35,33,18,151,Apple
41,36,33,22,163,InvertedTriangle
42,36,44,16,182,Hourglass
38,32,28,24,167,InvertedTriangle
41,33,42,19,163,Hourglass
32,28,40,18,161,Pear
36,27,37,16,180,Hourglass
41,31,42,17,170,Hourglass
38,37,37,19,150,Apple
33,31,43,17,176,Pear
45,42,38,22,163,InvertedTriangle
34,26,34,18,155,Hourglass
42,41,41,19,163,Apple
40,32,38,18,160,Hourglass
40,31,40,18,176,Hourglass
37,35,36,18,165,Rectangle
36,34,46,17,150,Pear
37,31,36,18,152,Hourglass
41,36,34,22,179,InvertedTriangle
38,36,37,19,157,Apple
44,41,34,23,152,InvertedTriangle
35,33,46,18,182,Pear
39,37,37,19,171,Apple
34,31,33,16,182,Rectangle
40,31,40,18,172,Hourglass
44,39,35,21,161,InvertedTriangle
41,34,41,18,173,Hourglass
39,36,41,16,156,Rectangle
33,29,40,18,173,Pear
38,36,38,17,176,Rectangle
39,38,39,16,179,Rectangle
40,34,33,20,181,InvertedTriangle
34,33,33,17,182,Rectangle
36,28,36,16,171,Hourglass
37,34,38,19,168,Rectangle
34,32,34,18,163,Rectangle
34,28,32,18,171,Hourglass
36,33,37,17,150,Rectangle
33,29,40,17,175,Pear
34,30,41,15,180,Pear
41,37,31,21,181,InvertedTriangle
44,42,41,18,183,Apple
39,37,40,19,181,Rectangle
34,31,46,15,176,Pear
42,40,41,18,161,Apple
41,41,38,20,165,Apple
42,32,41,18,175,Hourglass
42,32,44,17,159,Hourglass
37,35,44,16,169,Pear
41,39,39,20,183,Apple
41,32,39,16,179,Hourglass
36,34,33,20,176,Apple
35,34,35,19,182,Rectangle
38,34,31,23,179,InvertedTriangle
40,39,38,19,173,Apple
32,28,39,15,180,Pear
35,31,47,16,171,Pear
40,40,37,18,157,Apple
34,32,34,18,151,Rectangle
33,28,43,18,168,Pear
33,29,45,16,177,Pear
36,34,37,16,160,Rectangle
32,29,39,18,172,Pear
37,29,35,16,162,Hourglass
40,39,39,18,181,Apple
40,30,41,19,157,Hourglass
37,35,36,18,165,Apple
39,33,37,19,165,Hourglass
36,33,47,17,164,Pear
35,25,33,19,176,Hourglass
38,36,36,20,153,Apple
33,31,42,18,165,Pear
36,33,45,17,172,Pear
37,32,43,18,171,Pear
42,35,42,19,178,Hourglass
33,31,41,15,160,Pear
39,38,38,17,166,Rectangle
41,36,34,20,167,InvertedTriangle
34,32,41,18,167,Pear
38,33,46,16,151,Pear
40,38,39,19,157,Rectangle
40,33,40,16,165,Hourglass
43,43,40,19,153,Apple
38,37,39,17,150,Rectangle
35,32,35,16,155,Rectangle
37,35,34,19,159,Apple
44,41,34,22,184,InvertedTriangle
39,29,38,18,159,Hourglass
33,31,43,16,167,Pear
37,34,38,19,171,Rectangle
33,31,42,17,159,Pear
44,43,41,18,170,Apple
36,36,34,20,172,Apple
38,34,48,16,177,Pear
42,36,35,22,154,InvertedTriangle
41,37,34,20,161,InvertedTriangle
35,32,37,16,179,Rectangle
42,37,34,22,168,InvertedTriangle
46,40,41,21,177,InvertedTriangle
40,40,39,19,156,Apple
35,32,36,16,150,Rectangle
37,36,38,18,153,Rectangle
36,33,35,16,166,Rectangle
40,38,42,17,179,Rectangle
41,37,32,24,185,InvertedTriangle
40,31,39,18,175,Hourglass
38,33,49,15,179,Pear
34,31,44,17,179,Pear
40,32,41,18,175,Hourglass
37,35,36,19,168,Rectangle
38,36,38,18,181,Rectangle
40,39,37,20,160,Apple
37,34,47,16,175,Pear
36,33,35,18,172,Rectangle
39,36,41,19,168,Rectangle
36,26,35,17,160,Hourglass
36,33,42,17,183,Pear
36,34,48,18,183,Pear
34,32,46,15,173,Pear
38,34,47,18,176,Pear
41,35,42,18,168,Hourglass
43,41,42,19,155,Apple
38,38,35,20,177,Apple
34,27,33,19,153,Hourglass
40,31,38,16,182,Hourglass
39,35,33,20,159,InvertedTriangle
40,32,42,18,153,Hourglass
43,43,40,18,152,Apple
43,41,41,19,162,Apple
38,36,37,17,167,Rectangle
41,32,42,18,166,Hourglass
40,39,41,16,164,Rectangle
36,35,35,18,182,Apple
39,37,41,16,178,Rectangle
38,33,31,20,153,InvertedTriangle
44,42,42,17,151,Apple
34,32,36,18,170,Rectangle
37,32,43,17,151,Pear
34,25,33,16,180,Hourglass
39,33,37,18,173,Hourglass
37,27,38,19,151,Hourglass
35,29,35,19,171,Hourglass
32,30,38,17,170,Pear
41,35,33,24,158,InvertedTriangle
34,32,35,18,156,Rectangle
45,39,35,24,175,InvertedTriangle
42,37,33,24,160,InvertedTriangle
34,27,32,18,168,Hourglass
35,27,34,16,169,Hourglass
